格点编号       	x坐标          	y坐标          	速度x          	速度y
400	5.665696E-01	3.024090E-01	5.689723E-01	1.688814E-01
401	4.458072E-01	1.307484E-01	9.035631E-01	-6.765429E-02
402	4.337056E-01	1.091562E-01	9.214237E-01	-6.952405E-02
403	4.584828E-01	1.093279E-01	9.335961E-01	-4.379798E-02
404	5.301227E-01	2.808439E-01	6.325359E-01	7.296692E-02
405	5.691105E-01	1.318598E-01	8.939269E-01	8.670529E-02
406	5.817720E-01	1.104764E-01	9.095132E-01	8.642357E-02
407	5.571953E-01	1.102524E-01	9.254682E-01	6.067224E-02
408	7.176537E-01	9.023313E-02	7.442521E-01	1.766906E-01
409	7.422921E-01	9.056057E-02	6.949154E-01	1.936083E-01
410	3.955519E-01	2.583663E-01	6.515568E-01	-2.337941E-01
411	3.834076E-01	2.370323E-01	6.865410E-01	-2.427259E-01
412	7.544573E-01	1.122759E-01	6.542168E-01	2.476711E-01
413	7.666951E-01	8.974954E-02	6.426449E-01	2.067858E-01
414	6.683368E-01	8.965836E-02	8.293660E-01	1.402413E-01
415	6.436663E-01	8.949256E-02	8.645319E-01	1.210204E-01
416	4.464603E-01	8.761803E-02	9.487735E-01	-4.550100E-02
417	4.712287E-01	8.786864E-02	9.582126E-01	-2.460204E-02
418	4.217007E-01	8.744386E-02	9.335299E-01	-6.605749E-02
419	2.602535E-01	1.506286E-01	6.493461E-01	-3.117170E-01
420	5.411042E-01	3.446158E-01	4.650912E-01	1.137332E-01
421	5.698810E-01	8.883443E-02	9.382358E-01	5.999202E-02
422	5.453540E-01	8.859677E-02	9.517706E-01	3.901578E-02
423	3.227675E-01	8.686476E-02	8.175390E-01	-1.424317E-01
424	3.475030E-01	8.700881E-02	8.544706E-01	-1.244400E-01
425	4.317546E-01	3.218739E-01	5.186930E-01	-1.803077E-01
426	7.790000E-01	1.114964E-01	6.009890E-01	2.637188E-01
427	7.912510E-01	8.944957E-02	5.858775E-01	2.198001E-01
428	7.303188E-01	6.906742E-02	7.318750E-01	1.425309E-01
429	3.710279E-01	2.582059E-01	6.328870E-01	-2.858210E-01
430	3.589504E-01	2.369068E-01	6.645419E-01	-2.904558E-01
431	3.833201E-01	2.794748E-01	5.962632E-01	-2.757799E-01
432	6.564176E-01	6.797208E-02	8.616473E-01	9.999744E-02
433	7.669901E-01	1.342147E-01	6.098359E-01	3.044210E-01
434	5.786410E-01	3.239077E-01	5.094674E-01	2.080754E-01
435	5.909678E-01	3.020891E-01	5.588389E-01	2.291522E-01
436	5.790652E-01	2.811284E-01	6.152096E-01	1.899806E-01
437	6.034936E-01	2.812326E-01	6.011960E-01	2.469166E-01
438	8.031640E-01	1.110702E-01	5.447791E-01	2.785863E-01
439	8.153789E-01	9.041228E-02	5.260688E-01	2.344052E-01
440	4.439062E-01	3.431561E-01	4.657153E-01	-1.544580E-01
441	2.724240E-01	1.726163E-01	6.467868E-01	-3.383443E-01
442	2.476751E-01	1.714356E-01	6.025572E-01	-3.653274E-01
443	4.194464E-01	3.424880E-01	4.597638E-01	-2.203406E-01
444	6.316930E-01	6.778700E-02	8.949450E-01	8.496893E-02
445	7.781479E-01	6.457038E-02	6.287346E-01	1.544820E-01
446	7.037497E-01	1.547522E-01	7.091046E-01	2.790715E-01
447	7.283507E-01	1.550980E-01	6.658332E-01	3.078035E-01
448	7.151036E-01	1.762272E-01	6.636761E-01	3.288748E-01
449	5.922758E-01	2.176728E-01	7.428092E-01	1.805924E-01
450	2.972015E-01	1.728535E-01	6.881843E-01	-3.073939E-01
451	2.846448E-01	1.948694E-01	6.381216E-01	-3.598082E-01
452	3.094290E-01	1.943067E-01	6.768827E-01	-3.230485E-01
453	2.969389E-01	2.165881E-01	6.244272E-01	-3.746700E-01
454	4.691079E-01	2.590436E-01	6.835028E-01	-7.043601E-02
455	4.832171E-01	1.095603E-01	9.400397E-01	-1.778317E-02
456	7.058073E-01	6.820522E-02	7.799063E-01	1.281025E-01
457	4.344459E-01	6.581810E-02	9.580168E-01	-4.198281E-02
458	4.097321E-01	6.572960E-02	9.396625E-01	-5.736758E-02
459	3.969798E-01	8.729176E-02	9.126543E-01	-8.612511E-02
460	3.850289E-01	6.560828E-02	9.156754E-01	-7.232414E-02
461	5.325870E-01	1.100268E-01	9.359262E-01	3.462587E-02
462	4.959846E-01	8.815073E-02	9.618218E-01	-3.448875E-03
463	4.840411E-01	6.644026E-02	9.770659E-01	-1.038470E-02
464	5.088278E-01	6.678514E-02	9.776940E-01	5.775447E-03
465	2.233737E-01	1.289847E-01	5.932754E-01	-3.010703E-01
466	3.472917E-01	2.580892E-01	6.111407E-01	-3.345564E-01
467	4.071204E-01	3.214480E-01	5.094938E-01	-2.435838E-01
468	7.390945E-01	1.768160E-01	6.210168E-01	3.599040E-01
469	5.581493E-01	6.713675E-02	9.615683E-01	3.803308E-02
470	5.824234E-01	6.745445E-02	9.450376E-01	5.385687E-02
471	6.444249E-01	4.621235E-02	8.893652E-01	6.341157E-02
472	7.189463E-01	4.630166E-02	7.644596E-01	9.202345E-02
473	3.355481E-01	6.533335E-02	8.512328E-01	-1.006758E-01
474	3.107975E-01	6.519930E-02	8.111672E-01	-1.139061E-01
475	3.342073E-01	2.369882E-01	6.378935E-01	-3.371971E-01
476	3.465624E-01	2.156537E-01	6.903625E-01	-2.905964E-01
477	2.613326E-01	6.493300E-02	7.166540E-01	-1.380569E-01
478	5.916137E-01	2.601036E-01	6.561622E-01	2.069852E-01
479	6.161023E-01	2.604667E-01	6.385145E-01	2.603898E-01
480	5.671372E-01	2.598816E-01	6.696421E-01	1.525616E-01
481	6.280265E-01	2.818106E-01	5.825145E-01	3.030321E-01
482	6.406614E-01	2.610044E-01	6.167075E-01	3.126718E-01
483	6.286355E-01	2.395432E-01	6.711518E-01	2.687593E-01
484	6.528720E-01	2.399077E-01	6.466794E-01	3.161707E-01
485	3.836001E-01	1.944344E-01	7.650070E-01	-2.050933E-01
486	6.063593E-01	1.106955E-01	8.881426E-01	1.117646E-01
487	1.987783E-01	1.290088E-01	5.373094E-01	-3.198730E-01
488	6.649153E-01	2.612839E-01	5.921502E-01	3.623697E-01
489	6.766322E-01	2.396896E-01	6.201538E-01	3.602884E-01
490	6.654839E-01	2.185733E-01	6.711837E-01	3.149399E-01
491	6.900788E-01	2.189258E-01	6.389445E-01	3.569518E-01
492	7.421178E-01	4.871220E-02	7.159321E-01	1.050875E-01
493	7.254456E-01	1.970863E-01	6.185057E-01	3.775282E-01
494	6.028524E-01	3.220609E-01	5.029030E-01	2.691929E-01
495	5.927745E-01	3.461750E-01	4.450674E-01	2.544453E-01
496	6.692795E-01	4.664943E-02	8.526527E-01	7.405035E-02
497	7.031344E-01	2.419462E-01	5.821277E-01	4.104479E-01
498	4.973749E-01	4.461567E-02	9.901594E-01	-1.152156E-03
499	4.313605E-01	3.643389E-01	4.038320E-01	-1.948297E-01
500	4.561817E-01	3.644135E-01	4.092841E-01	-1.249628E-01
501	4.075080E-01	3.624396E-01	4.012748E-01	-2.601607E-01
502	3.982442E-01	4.378014E-02	9.403723E-01	-4.308675E-02
503	3.734341E-01	4.369294E-02	9.133135E-01	-5.298568E-02
504	8.275653E-01	1.115606E-01	4.842655E-01	2.941876E-01
505	8.143464E-01	1.312836E-01	5.045560E-01	3.345772E-01
506	8.387041E-01	9.119488E-02	4.655355E-01	2.470826E-01
507	8.273709E-01	7.106049E-02	5.033252E-01	1.896253E-01
508	8.494289E-01	7.295061E-02	4.436761E-01	2.022336E-01
509	8.396110E-01	5.411119E-02	4.758647E-01	1.481519E-01
510	8.615312E-01	5.655782E-02	4.147869E-01	1.602867E-01
511	8.168844E-01	4.955607E-02	5.374851E-01	1.300993E-01
512	7.322649E-01	2.443917E-02	7.431908E-01	5.113237E-02
513	3.237822E-01	4.351196E-02	8.426998E-01	-7.164570E-02
514	2.989548E-01	4.342311E-02	7.995844E-01	-8.029669E-02
515	6.596462E-01	2.315407E-02	8.745229E-01	3.494137E-02
516	7.145194E-01	2.186174E-01	6.042163E-01	3.957008E-01
517	1.092830E-01	7.879552E-02	3.263568E-01	-2.307238E-01
518	7.023766E-01	1.973642E-01	6.548338E-01	3.450423E-01
519	6.196068E-01	4.618190E-02	9.204572E-01	5.305597E-02
520	5.222528E-01	4.479067E-02	9.876976E-01	9.796800E-03
521	5.359700E-01	2.257105E-02	9.911250E-01	7.989209E-03
522	3.208249E-01	2.596305E-01	5.796461E-01	-3.885802E-01
523	1.443211E-01	1.137297E-01	4.103605E-01	-3.144027E-01
524	3.097707E-01	2.365671E-01	6.086883E-01	-3.807344E-01
525	2.843830E-01	2.467138E-01	5.566486E-01	-4.385832E-01
526	2.718933E-01	2.175843E-01	5.846220E-01	-4.148316E-01
527	3.156749E-01	2.859482E-01	5.213609E-01	-4.281075E-01
528	5.707741E-01	4.588906E-02	9.652650E-01	3.168063E-02
529	1.622945E-01	2.154938E-02	4.869399E-01	-5.904365E-02
530	2.354109E-01	1.499306E-01	6.005754E-01	-3.352473E-01
531	2.230194E-01	1.700498E-01	5.548726E-01	-3.892306E-01
532	2.353274E-01	1.911563E-01	5.558850E-01	-4.175624E-01
533	2.596154E-01	1.942323E-01	5.967364E-01	-3.927708E-01
534	7.537720E-01	1.555878E-01	6.168629E-01	3.359410E-01
535	7.634323E-01	1.787668E-01	5.727124E-01	3.921217E-01
536	4.725046E-01	4.422754E-02	9.866702E-01	-1.194852E-02
537	7.914423E-01	1.322187E-01	5.575064E-01	3.199728E-01
538	7.817729E-01	1.571988E-01	5.574721E-01	3.669186E-01
539	8.394708E-01	1.962427E-02	4.822917E-01	5.394194E-02
540	1.889271E-01	1.073422E-01	5.277910E-01	-2.742816E-01
541	4.862175E-01	2.221916E-02	9.966297E-01	-3.019028E-03
542	4.477773E-01	4.398557E-02	9.771676E-01	-2.249761E-02
543	7.875139E-01	2.087998E-02	6.177282E-01	5.147880E-02
544	7.736307E-01	3.842704E-02	6.479626E-01	9.123770E-02
545	6.793291E-01	1.545592E-01	7.477316E-01	2.492422E-01
546	3.603467E-01	2.790006E-01	5.792409E-01	-3.264572E-01
547	3.704849E-01	3.007427E-01	5.380626E-01	-3.207099E-01
548	3.949646E-01	3.007620E-01	5.542400E-01	-2.625950E-01
549	4.075957E-01	2.796396E-01	6.115890E-01	-2.203423E-01
550	6.048845E-01	1.965016E-01	7.715605E-01	1.873035E-01
551	5.186853E-01	2.169078E-01	7.753313E-01	3.695538E-02
552	5.061481E-01	2.380995E-01	7.329060E-01	1.313682E-02
553	5.306762E-01	2.383115E-01	7.291903E-01	6.549609E-02
554	4.816041E-01	2.378729E-01	7.323021E-01	-3.925734E-02
555	4.936370E-01	2.592731E-01	6.860728E-01	-1.453984E-02
556	5.432305E-01	2.171343E-01	7.690730E-01	8.536154E-02
557	4.695489E-01	2.164446E-01	7.740293E-01	-6.006023E-02
558	2.122539E-01	2.163627E-02	6.170584E-01	-5.337122E-02
559	2.371782E-01	2.164625E-02	6.764909E-01	-4.994477E-02
560	2.244307E-01	4.326423E-02	6.421099E-01	-1.031926E-01
561	3.219430E-01	1.728262E-01	7.256908E-01	-2.741741E-01
562	3.342371E-01	1.942916E-01	7.108052E-01	-2.851811E-01
563	3.466924E-01	1.729030E-01	7.586788E-01	-2.394269E-01
564	5.661301E-01	3.449772E-01	4.579296E-01	1.822809E-01
565	5.515074E-01	3.658570E-01	4.037154E-01	1.470143E-01
566	5.284981E-01	3.655836E-01	4.082011E-01	8.155572E-02
567	5.383618E-01	3.860841E-01	3.477460E-01	1.126083E-01
568	5.161648E-01	3.865217E-01	3.485489E-01	4.756961E-02
569	5.046547E-01	3.654320E-01	4.102333E-01	1.333515E-02
570	4.927856E-01	3.859232E-01	3.506701E-01	-2.122283E-02
571	5.045991E-01	4.071749E-01	2.874730E-01	1.383806E-02
572	4.815914E-01	4.062679E-01	2.897458E-01	-5.531213E-02
573	4.914276E-01	4.299622E-01	2.181800E-01	-2.627850E-02
574	5.175379E-01	4.264087E-01	2.287920E-01	5.360383E-02
575	4.690604E-01	3.853658E-01	3.507363E-01	-9.082110E-02
576	5.851687E-01	2.288484E-02	9.619261E-01	1.899149E-02
577	2.481321E-01	1.291444E-01	6.458793E-01	-2.807134E-01
578	4.082332E-01	1.946009E-01	7.850756E-01	-1.631919E-01
579	4.684141E-01	3.435554E-01	4.696143E-01	-8.734087E-02
580	7.416584E-01	1.337849E-01	6.622596E-01	2.808632E-01
581	3.950288E-01	3.416715E-01	4.514344E-01	-2.845913E-01
582	6.151830E-01	3.017871E-01	5.454642E-01	2.875659E-01
583	6.394985E-01	3.025411E-01	5.263726E-01	3.452893E-01
584	6.534170E-01	2.830140E-01	5.583199E-01	3.599368E-01
585	5.445147E-01	1.316197E-01	9.067820E-01	5.600933E-02
586	4.705372E-01	1.309311E-01	9.126655E-01	-3.695554E-02
587	3.957907E-01	2.158283E-01	7.374364E-01	-2.017093E-01
588	4.195995E-01	3.008464E-01	5.670495E-01	-2.025701E-01
589	5.645487E-01	4.084458E-01	2.778638E-01	1.931254E-01
590	4.369609E-01	4.076045E-01	2.806155E-01	-1.885204E-01
591	5.980697E-01	3.721668E-01	3.724855E-01	2.791170E-01
592	4.811443E-01	2.803343E-01	6.354978E-01	-4.565576E-02
593	5.169978E-01	3.443915E-01	4.689490E-01	4.712309E-02
594	6.143789E-01	3.557582E-01	4.098376E-01	3.161579E-01
595	4.570469E-01	2.376311E-01	7.273698E-01	-9.136116E-02
596	4.089713E-01	1.089749E-01	9.037108E-01	-9.470033E-02
597	6.811686E-01	2.828421E-01	5.311209E-01	4.182978E-01
598	4.579244E-01	1.522576E-01	8.800197E-01	-6.066719E-02
599	3.539995E-01	3.196962E-01	4.811664E-01	-3.736076E-01
600	4.806434E-01	3.647772E-01	4.113905E-01	-5.537131E-02
601	7.325872E-01	2.355605E-01	5.499283E-01	4.500281E-01
602	3.589409E-01	1.943304E-01	7.402119E-01	-2.458166E-01
603	4.230361E-01	4.386674E-02	9.617059E-01	-3.289324E-02
604	3.711838E-01	2.156753E-01	7.161705E-01	-2.468293E-01
605	3.595029E-01	1.086526E-01	8.519965E-01	-1.430034E-01
606	3.097495E-01	1.513121E-01	7.349866E-01	-2.575406E-01
607	1.816598E-01	1.477509E-01	4.830624E-01	-3.767358E-01
608	6.182855E-01	1.323279E-01	8.523850E-01	1.466421E-01
609	5.546029E-01	2.810290E-01	6.256110E-01	1.318778E-01
610	5.564655E-01	1.531781E-01	8.725189E-01	8.167820E-02
611	2.980572E-01	8.670823E-02	7.757167E-01	-1.594666E-01
612	6.930046E-01	8.986949E-02	7.892040E-01	1.587629E-01
613	3.963713E-01	1.303748E-01	8.691032E-01	-1.273687E-01
614	4.825907E-01	1.524806E-01	8.861145E-01	-2.519648E-02
615	5.944172E-01	8.904097E-02	9.191572E-01	8.070020E-02
616	4.592263E-01	6.606010E-02	9.705250E-01	-2.632138E-02
617	8.752862E-01	9.681151E-02	3.643271E-01	2.767817E-01
618	7.550153E-01	7.004265E-02	6.790990E-01	1.567556E-01
619	3.218548E-01	2.157298E-01	6.601481E-01	-3.328891E-01
620	1.745218E-01	4.318577E-02	5.164274E-01	-1.154310E-01
621	7.632949E-02	4.563617E-02	2.350678E-01	-1.387913E-01
622	3.866675E-01	2.186859E-02	9.350717E-01	-2.392867E-02
623	5.318638E-01	1.529380E-01	8.823389E-01	4.618998E-02
624	1.995492E-01	4.325975E-02	5.812297E-01	-1.097236E-01
625	6.309674E-01	1.109215E-01	8.614557E-01	1.365620E-01
626	8.042183E-01	6.813794E-02	5.638432E-01	1.734995E-01
627	5.056408E-01	2.806196E-01	6.358231E-01	1.367563E-02
628	4.952245E-01	1.311583E-01	9.162002E-01	-6.008138E-03
629	2.860693E-01	6.505535E-02	7.662401E-01	-1.263649E-01
630	6.811096E-01	6.801458E-02	8.232962E-01	1.142465E-01
631	5.181460E-01	2.594751E-01	6.846343E-01	4.146974E-02
632	3.842334E-01	1.088175E-01	8.805077E-01	-1.192540E-01
633	6.938117E-01	4.573292E-02	8.118388E-01	8.189160E-02
634	3.119340E-01	2.173464E-02	8.285452E-01	-3.800645E-02
635	5.796945E-01	2.387823E-01	7.087723E-01	1.689112E-01
636	2.365185E-01	6.490415E-02	6.625181E-01	-1.491179E-01
637	6.782183E-01	1.973149E-01	6.896682E-01	3.085327E-01
638	6.190248E-01	8.924413E-02	8.945516E-01	1.010750E-01
639	2.492812E-01	4.329228E-02	6.989931E-01	-9.609130E-02
640	6.041812E-01	2.390988E-01	6.921041E-01	2.194057E-01
641	6.908934E-01	1.760131E-01	7.024779E-01	2.964296E-01
642	6.412047E-01	2.184455E-01	6.987379E-01	2.719645E-01
643	4.711612E-01	4.419524E-01	1.806090E-01	-8.897569E-02
644	3.722432E-01	8.715223E-02	8.862419E-01	-1.056329E-01
645	3.602931E-01	6.547427E-02	8.861363E-01	-8.679356E-02
646	5.426465E-01	2.596805E-01	6.791372E-01	9.728203E-02
647	5.198862E-01	1.313847E-01	9.142313E-01	2.504442E-02
648	6.070474E-01	6.752028E-02	9.228245E-01	6.947536E-02
649	3.486109E-01	4.360253E-02	8.806891E-01	-6.252433E-02
650	5.951191E-01	4.541322E-02	9.459731E-01	4.185934E-02
651	7.701423E-01	2.019595E-01	5.323395E-01	4.448067E-01
652	5.551913E-01	2.385298E-01	7.211451E-01	1.175166E-01
653	5.079129E-01	1.098142E-01	9.407875E-01	8.406157E-03
654	5.207162E-01	8.837717E-02	9.596676E-01	1.782580E-02
655	5.283800E-01	4.078731E-01	2.842677E-01	8.533682E-02
656	5.336309E-01	6.688935E-02	9.725483E-01	2.199817E-02
657	6.167641E-01	2.180192E-01	7.229403E-01	2.268904E-01
658	6.538976E-01	1.971563E-01	7.209088E-01	2.698708E-01
659	2.741264E-01	4.334339E-02	7.515985E-01	-8.844352E-02
660	2.870193E-01	2.169397E-02	7.825602E-01	-4.224154E-02
661	8.871123E-01	2.058030E-02	3.465340E-01	6.058916E-02
662	9.071472E-01	6.385666E-02	2.818188E-01	1.908506E-01
663	4.437661E-01	3.851585E-01	3.475146E-01	-1.644318E-01
664	7.877757E-01	1.843274E-01	5.175909E-01	4.300622E-01
665	2.100115E-01	1.493406E-01	5.467049E-01	-3.572535E-01
666	3.819288E-01	3.210462E-01	4.967962E-01	-3.066920E-01
667	3.617600E-01	2.182382E-02	9.050362E-01	-2.882602E-02
668	5.129719E-01	4.615339E-01	1.204507E-01	4.044396E-02
669	4.364508E-01	2.197240E-02	9.778027E-01	-1.367897E-02
670	9.999664E-02	4.093048E-02	3.064558E-01	-1.219571E-01
671	5.468324E-01	4.515644E-02	9.792590E-01	2.072717E-02
672	8.381124E-01	1.334413E-01	4.447761E-01	3.555284E-01
673	3.671769E-02	1.559161E-02	1.149583E-01	-4.863750E-02
674	9.639478E-01	1.533985E-02	1.128880E-01	4.786426E-02
675	5.753623E-01	3.669247E-01	3.946701E-01	2.143512E-01
676	6.482535E-01	3.237950E-01	4.697248E-01	3.820252E-01
677	7.209697E-01	2.560100E-01	5.331024E-01	4.608447E-01
678	6.347536E-01	2.307877E-02	9.093262E-01	2.975924E-02
679	7.093571E-01	2.165302E-02	7.895609E-01	4.155228E-02
680	7.960322E-01	4.381695E-02	5.921688E-01	1.099999E-01
681	5.290476E-01	4.449177E-01	1.714675E-01	8.976819E-02
682	7.475419E-01	1.982170E-01	5.787990E-01	4.092190E-01
683	4.593940E-01	4.056544E-01	2.897013E-01	-1.216743E-01
684	3.841948E-01	3.606500E-01	3.961830E-01	-3.222824E-01
685	2.119538E-01	1.885414E-01	5.125110E-01	-4.390251E-01
686	8.839033E-01	5.967029E-02	3.504466E-01	1.741049E-01
687	8.224143E-01	1.513624E-01	4.706725E-01	3.883826E-01
688	6.253619E-01	3.214675E-01	4.912061E-01	3.249415E-01
689	1.670399E-01	1.088244E-01	4.720192E-01	-2.901474E-01
690	5.595358E-01	3.869342E-01	3.417186E-01	1.743408E-01
691	3.382352E-01	2.802044E-01	5.564355E-01	-3.751345E-01
692	6.853501E-01	2.585979E-01	5.744122E-01	3.992281E-01
693	2.604632E-01	2.370719E-01	5.366951E-01	-4.632750E-01
694	1.798037E-01	1.256442E-01	4.941427E-01	-3.248153E-01
695	8.706183E-01	7.561648E-02	3.842609E-01	2.161546E-01
696	3.517318E-01	2.972847E-01	5.313114E-01	-3.610936E-01
697	5.000000E-01	4.749324E-01	7.867069E-02	-4.189740E-14
698	7.339983E-01	2.152625E-01	5.784980E-01	4.197702E-01
699	1.119609E-01	5.760496E-02	3.389012E-01	-1.689657E-01
700	5.069475E-01	4.438609E-01	1.754116E-01	2.148594E-02
701	8.741669E-01	3.933186E-02	3.821640E-01	1.137448E-01
702	8.033801E-01	1.480486E-01	5.176387E-01	3.656392E-01
703	4.722817E-01	4.235266E-01	2.370422E-01	-8.447167E-02
704	6.138623E-01	3.377263E-01	4.571110E-01	3.056079E-01
705	3.022095E-01	2.524178E-01	5.705491E-01	-4.147609E-01
706	3.968977E-01	3.785669E-01	3.529468E-01	-2.953907E-01
707	5.460845E-01	4.037351E-01	2.947201E-01	1.377260E-01
708	7.601931E-01	5.236901E-02	6.748670E-01	1.194591E-01
709	2.243859E-01	2.066486E-01	5.161577E-01	-4.604629E-01
710	8.514589E-01	3.766646E-02	4.467557E-01	1.054338E-01
711	8.578199E-01	8.958603E-02	4.149711E-01	2.504926E-01
712	8.309915E-01	3.687568E-02	5.029638E-01	9.967546E-02
713	7.522152E-01	3.083885E-02	6.988760E-01	6.887392E-02
714	6.582149E-01	6.297644E-01	-3.484936E-01	4.377547E-01
715	9.779795E-01	4.884547E-01	2.506643E-03	9.969519E-01
716	6.589596E-01	3.671699E-01	3.557964E-01	4.377923E-01
717	9.782793E-01	5.881453E-01	-1.864107E-02	9.596643E-01
718	7.324522E-01	2.959373E-01	4.455533E-01	5.346235E-01
719	7.294530E-01	7.016862E-01	-4.447849E-01	5.319064E-01
720	9.774478E-01	3.891144E-01	2.416466E-02	9.375766E-01
721	9.783980E-01	6.629552E-01	-3.321922E-02	8.697895E-01
722	6.097247E-01	4.180804E-01	2.395536E-01	3.267947E-01
723	7.812145E-01	2.466552E-01	4.533344E-01	5.407776E-01
724	7.847111E-01	7.540463E-01	-4.482046E-01	5.443918E-01
725	9.769160E-01	3.150302E-01	3.977477E-02	8.336624E-01
726	6.128844E-01	5.816665E-01	-2.379667E-01	3.358835E-01
727	9.784534E-01	7.377818E-01	-4.595741E-02	7.320410E-01
728	8.331700E-01	1.945357E-01	4.098576E-01	4.967879E-01
729	8.301710E-01	8.021685E-01	-4.134759E-01	5.013349E-01
730	9.760450E-01	2.400508E-01	5.479999E-02	6.827256E-01
731	9.784482E-01	8.126939E-01	-5.627627E-02	5.537918E-01
732	8.881695E-01	1.436535E-01	3.096877E-01	4.094960E-01
733	9.783494E-01	1.875000E-01	5.651087E-02	5.542856E-01
734	9.777771E-01	4.387604E-01	1.333820E-02	9.791589E-01
735	9.781509E-01	5.383055E-01	-8.233871E-03	9.904300E-01
736	5.735670E-01	5.467124E-01	-1.423371E-01	2.266034E-01
737	5.724648E-01	4.575579E-01	1.295110E-01	2.236903E-01
738	6.960324E-01	6.683030E-01	-4.117689E-01	4.987732E-01
739	6.955812E-01	3.358271E-01	4.029929E-01	5.015049E-01
740	8.685081E-01	8.390225E-01	-3.511934E-01	4.436926E-01
741	9.038260E-01	8.725046E-01	-2.740117E-01	3.722520E-01
742	9.738622E-01	1.373259E-01	7.450652E-02	4.167540E-01
743	9.787818E-01	8.626211E-01	-6.050171E-02	4.173852E-01
744	9.182120E-01	1.107030E-01	2.389123E-01	3.296264E-01
745	9.370520E-01	9.078603E-01	-1.882966E-01	2.798765E-01
746	5.384792E-01	4.872076E-01	3.988447E-02	1.204943E-01
747	9.773244E-01	8.761510E-02	6.849781E-02	2.710991E-01
748	9.773107E-01	9.131840E-01	-6.858759E-02	2.686878E-01
749	9.732846E-01	5.834991E-02	8.242580E-02	1.816451E-01
750	9.732572E-01	9.417914E-01	-8.251702E-02	1.812088E-01
751	9.540161E-01	7.671352E-02	1.398003E-01	2.361902E-01
752	9.581402E-01	1.013078E-01	1.245423E-01	3.102200E-01
753	9.785336E-01	8.875701E-01	-6.322756E-02	3.451243E-01
754	9.586283E-01	8.752720E-01	-1.197841E-01	3.786728E-01
755	9.570592E-01	8.505004E-01	-1.199307E-01	4.484771E-01
756	9.339883E-01	8.652138E-01	-1.877135E-01	4.020980E-01
757	9.352269E-01	8.382914E-01	-1.765670E-01	4.764137E-01
758	9.120152E-01	8.477955E-01	-2.422972E-01	4.426832E-01
759	9.133864E-01	8.237612E-01	-2.286068E-01	5.064667E-01
760	9.352633E-01	8.126177E-01	-1.679793E-01	5.438189E-01
761	9.138366E-01	8.000179E-01	-2.163372E-01	5.663381E-01
762	9.353566E-01	7.879253E-01	-1.585573E-01	6.053430E-01
763	9.139381E-01	7.755947E-01	-2.034200E-01	6.244846E-01
764	8.925830E-01	7.879031E-01	-2.602714E-01	5.832372E-01
765	8.925405E-01	7.635845E-01	-2.439852E-01	6.381211E-01
766	9.139395E-01	7.509745E-01	-1.894349E-01	6.793304E-01
767	8.924642E-01	7.389580E-01	-2.260968E-01	6.898742E-01
768	9.138930E-01	7.262438E-01	-1.743419E-01	7.303020E-01
769	8.924034E-01	7.141761E-01	-2.066750E-01	7.377914E-01
770	8.711015E-01	7.268285E-01	-2.575795E-01	6.954665E-01
771	8.709609E-01	7.020259E-01	-2.338342E-01	7.399928E-01
772	8.923000E-01	6.893821E-01	-1.860395E-01	7.812159E-01
773	8.707719E-01	6.772982E-01	-2.087715E-01	7.798472E-01
774	8.921540E-01	6.646264E-01	-1.643334E-01	8.197989E-01
775	8.705344E-01	6.526573E-01	-1.825379E-01	8.148090E-01
776	8.493368E-01	6.650470E-01	-2.259112E-01	7.730680E-01
777	8.490952E-01	6.404036E-01	-1.949009E-01	8.045549E-01
778	8.703440E-01	6.279608E-01	-1.550000E-01	8.449858E-01
779	8.488638E-01	6.157666E-01	-1.626268E-01	8.312061E-01
780	8.276019E-01	6.282093E-01	-2.020696E-01	7.883099E-01
781	8.273908E-01	6.035699E-01	-1.649719E-01	8.115987E-01
782	8.486574E-01	5.911079E-01	-1.292359E-01	8.529129E-01
783	8.271842E-01	5.789376E-01	-1.268112E-01	8.300122E-01
784	8.484771E-01	5.664222E-01	-9.493091E-02	8.695430E-01
785	8.270135E-01	5.542789E-01	-8.774937E-02	8.435140E-01
786	8.057391E-01	5.667721E-01	-1.193407E-01	8.015184E-01
787	8.055825E-01	5.421439E-01	-7.571018E-02	8.120309E-01
788	8.268406E-01	5.296302E-01	-4.810802E-02	8.519428E-01
789	8.054150E-01	5.175255E-01	-3.158390E-02	8.176578E-01
790	8.266586E-01	5.049935E-01	-8.126641E-03	8.552459E-01
791	8.052405E-01	4.929157E-01	1.278243E-02	8.183812E-01
792	7.840146E-01	5.054386E-01	-1.072348E-02	7.783774E-01
793	8.264705E-01	4.803659E-01	3.196540E-02	8.534188E-01
794	8.050667E-01	4.683129E-01	5.712900E-02	8.142190E-01
795	8.262938E-01	4.557433E-01	7.193172E-02	8.465085E-01
796	8.048898E-01	4.437161E-01	1.011939E-01	8.051970E-01
797	8.261034E-01	4.311292E-01	1.115347E-01	8.345243E-01
798	8.047021E-01	4.191235E-01	1.447235E-01	7.913615E-01
799	8.258953E-01	4.065203E-01	1.505538E-01	8.175391E-01
800	7.835141E-01	4.317098E-01	1.338871E-01	7.596786E-01
801	8.473255E-01	4.185208E-01	1.168364E-01	8.582543E-01
802	8.471183E-01	3.938959E-01	1.511775E-01	8.380438E-01
803	8.256851E-01	3.819179E-01	1.887482E-01	7.956878E-01
804	8.469037E-01	3.692871E-01	1.846854E-01	8.128432E-01
