Indices    Coordinate_x    Coordinate_y    Velocity_x   Velocity_y
1	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
2	3.750000E-02	0.000000E+00	0.000000E+00	0.000000E+00
3	7.500000E-02	0.000000E+00	0.000000E+00	0.000000E+00
4	1.125000E-01	0.000000E+00	0.000000E+00	0.000000E+00
5	1.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00
6	1.875000E-01	0.000000E+00	0.000000E+00	0.000000E+00
7	2.250000E-01	0.000000E+00	0.000000E+00	0.000000E+00
8	2.625000E-01	0.000000E+00	0.000000E+00	0.000000E+00
9	3.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00
10	3.375000E-01	0.000000E+00	0.000000E+00	0.000000E+00
11	3.750000E-01	0.000000E+00	0.000000E+00	0.000000E+00
12	4.125000E-01	0.000000E+00	0.000000E+00	0.000000E+00
13	4.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00
14	4.875000E-01	0.000000E+00	0.000000E+00	0.000000E+00
15	5.250000E-01	0.000000E+00	0.000000E+00	0.000000E+00
16	5.625000E-01	0.000000E+00	0.000000E+00	0.000000E+00
17	6.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00
18	6.375000E-01	0.000000E+00	0.000000E+00	0.000000E+00
19	6.750000E-01	0.000000E+00	0.000000E+00	0.000000E+00
20	7.125000E-01	0.000000E+00	0.000000E+00	0.000000E+00
21	7.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00
22	7.875000E-01	0.000000E+00	0.000000E+00	0.000000E+00
23	8.250000E-01	0.000000E+00	0.000000E+00	0.000000E+00
24	8.625000E-01	0.000000E+00	0.000000E+00	0.000000E+00
25	9.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00
26	9.375000E-01	0.000000E+00	0.000000E+00	0.000000E+00
27	9.750000E-01	0.000000E+00	0.000000E+00	0.000000E+00
28	1.012500E+00	0.000000E+00	0.000000E+00	0.000000E+00
29	1.050000E+00	0.000000E+00	0.000000E+00	0.000000E+00
30	1.087500E+00	0.000000E+00	0.000000E+00	0.000000E+00
31	1.125000E+00	0.000000E+00	0.000000E+00	0.000000E+00
32	1.162500E+00	0.000000E+00	0.000000E+00	0.000000E+00
33	1.200000E+00	0.000000E+00	0.000000E+00	0.000000E+00
34	0.000000E+00	3.750000E-02	0.000000E+00	0.000000E+00
35	3.750000E-02	3.750000E-02	0.000000E+00	0.000000E+00
36	7.500000E-02	3.750000E-02	0.000000E+00	0.000000E+00
37	1.125000E-01	3.750000E-02	0.000000E+00	0.000000E+00
38	1.500000E-01	3.750000E-02	0.000000E+00	0.000000E+00
39	1.875000E-01	3.750000E-02	0.000000E+00	0.000000E+00
40	2.250000E-01	3.750000E-02	0.000000E+00	0.000000E+00
41	2.625000E-01	3.750000E-02	0.000000E+00	0.000000E+00
42	3.000000E-01	3.750000E-02	0.000000E+00	0.000000E+00
43	3.375000E-01	3.750000E-02	0.000000E+00	0.000000E+00
44	3.750000E-01	3.750000E-02	0.000000E+00	0.000000E+00
45	4.125000E-01	3.750000E-02	0.000000E+00	0.000000E+00
46	4.500000E-01	3.750000E-02	0.000000E+00	0.000000E+00
