单元编号       	格点1          	格点2          	格点3          	材料号         	压强       	温度
1				145				198				201				1				9.578923e+06				1.152019e+05
2				150				201				197				1				9.581018e+06				1.152271e+05
3				138				204				199				1				9.725485e+06				1.169645e+05
4				138				199				203				1				9.677795e+06				1.163910e+05
5				180				219				210				1				9.978489e+06				1.200073e+05
6				150				197				200				1				9.606581e+06				1.155345e+05
7				197				201				198				1				9.594614e+06				1.153906e+05
8				140				232				218				1				9.681325e+06				1.164335e+05
9				200				218				232				1				9.656456e+06				1.161344e+05
10				231				183				104				1				9.823161e+06				1.181393e+05
11				183				230				104				1				9.869078e+06				1.186915e+05
12				144				210				219				1				9.937831e+06				1.195184e+05
13				141				202				185				1				1.002711e+07				1.205921e+05
14				13				202				141				1				1.004174e+07				1.207680e+05
15				148				184				187				1				1.017429e+07				1.223621e+05
16				2				96				24				1				1.049559e+07				1.262263e+05
17				1				6				95				1				1.049559e+07				1.262263e+05
18				148				190				184				1				1.015292e+07				1.221051e+05
19				141				215				190				1				1.008179e+07				1.212497e+05
20				142				161				212				1				1.005534e+07				1.209316e+05
21				184				190				215				1				1.010219e+07				1.214950e+05
22				84				85				203				1				9.628413e+06				1.157971e+05
23				141				185				215				1				1.004076e+07				1.207563e+05
24				151				229				228				1				1.024924e+07				1.232636e+05
25				14				15				223				1				1.000182e+07				1.202879e+05
26				13				14				202				1				1.002549e+07				1.205726e+05
27				145				201				224				1				9.550207e+06				1.148565e+05
28				189				228				229				1				1.020435e+07				1.227237e+05
29				138				209				204				1				9.760597e+06				1.173868e+05
30				98				99				193				1				1.037255e+07				1.247465e+05
31				198				203				199				1				9.645359e+06				1.160009e+05
32				23				226				155				1				1.045602e+07				1.257505e+05
33				7				154				225				1				1.045618e+07				1.257523e+05
34				84				203				145				1				9.596290e+06				1.154108e+05
35				85				138				203				1				9.667718e+06				1.162698e+05
36				98				193				155				1				1.040631e+07				1.251525e+05
37				180				210				237				1				1.003108e+07				1.206398e+05
38				14				223				202				1				1.000714e+07				1.203519e+05
39				163				206				213				1				1.002873e+07				1.206115e+05
40				143				213				206				1				1.005050e+07				1.208734e+05
41				142				220				161				1				1.000302e+07				1.203024e+05
42				161				239				212				1				1.010240e+07				1.214975e+05
43				179				211				216				1				9.951898e+06				1.196875e+05
44				206				216				211				1				9.981366e+06				1.200419e+05
45				145				203				198				1				9.603059e+06				1.154922e+05
46				148				187				188				1				1.022407e+07				1.229609e+05
47				143				191				213				1				1.008884e+07				1.213345e+05
48				204				207				238				1				9.799354e+06				1.178529e+05
49				18				191				143				1				1.009975e+07				1.214656e+05
50				163				216				206				1				9.989087e+06				1.201348e+05
51				23				155				241				1				1.043472e+07				1.254942e+05
52				7				242				154				1				1.043490e+07				1.254964e+05
53				11				12				190				1				1.013543e+07				1.218947e+05
54				11				190				148				1				1.017056e+07				1.223173e+05
55				147				156				157				1				1.023525e+07				1.230953e+05
56				12				141				190				1				1.009760e+07				1.214398e+05
57				18				19				191				1				1.013583e+07				1.218996e+05
58				156				192				157				1				1.026586e+07				1.234634e+05
59				153				243				188				1				1.030268e+07				1.239063e+05
60				150				227				201				1				9.552122e+06				1.148796e+05
61				20				156				147				1				1.024623e+07				1.232273e+05
62				152				193				192				1				1.034134e+07				1.243712e+05
63				152				192				156				1				1.031129e+07				1.240098e+05
64				153				188				235				1				1.031219e+07				1.240206e+05
65				23				24				226				1				1.047320e+07				1.259570e+05
66				6				7				225				1				1.047324e+07				1.259575e+05
67				153				217				242				1				1.037816e+07				1.248140e+05
68				166				182				194				1				9.795799e+06				1.178102e+05
69				157				159				158				1				1.016798e+07				1.222863e+05
70				147				157				158				1				1.018854e+07				1.225336e+05
71				21				152				156				1				1.032253e+07				1.241450e+05
72				21				22				152				1				1.036173e+07				1.246164e+05
73				16				205				139				1				1.000866e+07				1.203702e+05
74				8				9				153				1				1.036024e+07				1.245985e+05
75				143				206				205				1				1.003307e+07				1.206638e+05
76				159				161				160				1				1.008926e+07				1.213396e+05
77				181				189				187				1				1.015103e+07				1.220824e+05
78				165				183				182				1				9.842129e+06				1.183674e+05
79				165				182				166				1				9.838874e+06				1.183282e+05
80				166				194				168				1				9.800772e+06				1.178700e+05
81				177				180				178				1				9.998469e+06				1.202476e+05
82				139				205				211				1				9.996997e+06				1.202299e+05
83				10				11				148				1				1.021214e+07				1.228173e+05
