格点编号       	x坐标          	y坐标          	速度x          	速度y
401	1.473030E-01	9.193120E-01	-4.321586E-01	-2.244058E-01
402	3.244584E-01	9.576730E-01	-8.442307E-01	-6.946652E-02
403	7.721798E-01	9.574351E-01	-6.503019E-01	1.006088E-01
404	7.434336E-01	9.124540E-01	-6.944238E-01	1.880337E-01
405	7.629819E-01	8.635476E-01	-6.163684E-01	3.056617E-01
406	4.455589E-01	7.451345E-01	-6.860581E-01	-1.221744E-01
407	4.702944E-01	7.033681E-01	-5.937177E-01	-7.480646E-02
408	5.192068E-01	7.052835E-01	-6.000382E-01	4.819141E-02
409	4.967695E-01	6.651570E-01	-4.958616E-01	-8.813067E-03
410	5.482798E-01	6.631250E-01	-4.847042E-01	1.316842E-01
411	5.647687E-01	7.076119E-01	-5.944402E-01	1.605958E-01
412	4.498446E-01	6.594419E-01	-4.742674E-01	-1.376395E-01
413	4.990790E-01	6.046530E-01	-3.228845E-01	-2.738331E-03
414	4.238056E-01	9.571121E-01	-9.626823E-01	-3.184837E-02
415	3.978986E-01	9.143843E-01	-9.148747E-01	-8.378438E-02
416	6.132581E-01	7.866520E-01	-7.345794E-01	2.163898E-01
417	5.883432E-01	7.474789E-01	-6.746403E-01	1.952679E-01
418	6.361713E-01	7.462257E-01	-6.357104E-01	2.968119E-01
419	5.414921E-01	7.468036E-01	-6.940323E-01	9.282975E-02
420	5.912589E-01	6.440802E-01	-4.194913E-01	2.543087E-01
421	4.185547E-01	6.999584E-01	-5.685470E-01	-2.047697E-01
422	7.170844E-01	7.852491E-01	-6.062429E-01	3.937302E-01
423	8.515168E-01	9.181013E-01	-4.349354E-01	2.272760E-01
424	6.718527E-01	9.565174E-01	-8.497738E-01	7.000233E-02
425	2.439231E-01	8.105797E-01	-5.742721E-01	-4.038821E-01
426	3.482747E-01	9.151803E-01	-8.571734E-01	-1.208178E-01
427	5.196970E-01	8.715493E-01	-9.179165E-01	2.428329E-02
428	6.439008E-01	9.132208E-01	-8.663190E-01	1.176225E-01
429	5.726788E-01	9.569146E-01	-9.651371E-01	3.054432E-02
430	6.619042E-01	7.848151E-01	-6.813177E-01	3.047059E-01
431	4.473766E-01	9.143239E-01	-9.508512E-01	-4.376250E-02
432	4.218875E-01	8.720103E-01	-8.926747E-01	-9.507393E-02
433	3.249271E-01	7.866196E-01	-6.680363E-01	-3.247308E-01
434	4.967412E-01	9.143112E-01	-9.639336E-01	-2.722832E-03
435	7.955850E-01	9.163240E-01	-5.783736E-01	2.080915E-01
436	1.797848E-01	8.768792E-01	-4.957126E-01	-3.186360E-01
437	5.231306E-01	9.570672E-01	-9.883027E-01	9.762839E-03
438	5.229653E-01	5.796824E-01	-2.470787E-01	6.983826E-02
439	9.292462E-01	9.693632E-01	-2.194334E-01	9.373541E-02
440	7.094212E-02	9.694194E-01	-2.200115E-01	-9.355147E-02
441	4.749848E-01	5.766098E-01	-2.376244E-01	-7.624383E-02
442	6.532940E-01	7.063086E-01	-5.350381E-01	3.692567E-01
443	4.082552E-01	6.472133E-01	-4.277682E-01	-2.543892E-01
444	3.119030E-01	7.420120E-01	-5.722808E-01	-4.037106E-01
445	3.441643E-01	7.069771E-01	-5.342645E-01	-3.742896E-01
446	7.950993E-01	8.364214E-01	-5.226499E-01	3.931969E-01
447	2.275923E-01	8.801682E-01	-6.097067E-01	-2.775968E-01
448	6.088503E-01	7.100491E-01	-5.775333E-01	2.649368E-01
449	5.000000E-01	5.483199E-01	-1.512192E-01	-3.803250E-14
450	7.254407E-01	8.315566E-01	-6.556216E-01	3.283895E-01
451	2.493571E-01	8.480702E-01	-6.268091E-01	-3.254890E-01
452	3.810946E-01	7.134777E-01	-5.786425E-01	-2.858865E-01
453	4.731200E-01	6.320724E-01	-4.016781E-01	-7.718890E-02
454	1.374789E-01	9.651845E-01	-4.160980E-01	-9.913425E-02
455	8.625432E-01	9.650325E-01	-4.160135E-01	9.956849E-02
456	5.253420E-01	6.294263E-01	-3.942403E-01	7.304605E-02
457	5.873582E-01	6.796228E-01	-5.148106E-01	2.289947E-01
458	3.186319E-01	3.805071E-01	3.087196E-01	-5.018844E-01
459	4.372194E-02	5.270988E-01	-1.164281E-02	-9.869939E-01
460	3.241886E-01	6.249350E-01	-3.256198E-01	-4.847732E-01
461	4.435657E-02	3.777450E-01	5.204599E-02	-9.181580E-01
462	2.207422E-01	7.235353E-01	-4.128984E-01	-5.870631E-01
463	4.307346E-02	6.259942E-01	-5.201559E-02	-9.142449E-01
464	2.562683E-01	3.148023E-01	3.961611E-01	-5.790164E-01
465	3.904481E-01	4.486353E-01	1.512453E-01	-3.330296E-01
466	1.868557E-01	2.397536E-01	4.040589E-01	-5.694787E-01
467	4.144369E-02	7.252391E-01	-8.439306E-02	-7.534859E-01
468	4.688168E-02	2.702683E-01	9.695552E-02	-7.425410E-01
469	1.582606E-01	7.892582E-01	-3.761884E-01	-5.403171E-01
470	3.827435E-01	5.493952E-01	-1.441889E-01	-3.557703E-01
471	1.211633E-01	1.759433E-01	3.161964E-01	-4.874445E-01
472	4.017754E-02	8.231073E-01	-1.069430E-01	-5.233621E-01
473	4.170250E-02	1.799233E-01	1.103180E-01	-5.310331E-01
474	5.213899E-02	1.033354E-01	1.545504E-01	-3.146960E-01
475	5.212262E-02	8.962809E-01	-1.544395E-01	-3.158257E-01
476	4.092995E-02	7.746405E-01	-9.741363E-02	-6.449377E-01
477	8.167573E-02	7.498466E-01	-1.793669E-01	-6.842860E-01
478	8.359448E-02	7.012839E-01	-1.534417E-01	-7.789824E-01
479	1.231427E-01	7.264326E-01	-2.463164E-01	-7.014955E-01
480	1.269593E-01	6.788301E-01	-2.068888E-01	-7.798631E-01
481	1.707843E-01	7.097635E-01	-3.129939E-01	-6.795177E-01
482	1.704851E-01	6.548231E-01	-2.385585E-01	-7.602313E-01
483	1.282255E-01	6.287541E-01	-1.542827E-01	-8.457160E-01
484	1.709166E-01	6.048741E-01	-1.654981E-01	-8.130553E-01
485	2.128301E-01	6.293098E-01	-2.449609E-01	-7.208127E-01
486	2.131842E-01	5.808102E-01	-1.559117E-01	-7.588554E-01
487	1.716268E-01	5.561440E-01	-9.009139E-02	-8.448154E-01
488	2.142434E-01	5.330710E-01	-6.465058E-02	-7.776981E-01
489	1.723086E-01	5.079986E-01	-1.294650E-02	-8.567570E-01
490	2.146443E-01	4.856049E-01	2.822658E-02	-7.803301E-01
491	1.733822E-01	4.602623E-01	6.451876E-02	-8.486286E-01
492	2.565425E-01	5.101601E-01	-2.302536E-02	-6.920719E-01
493	2.152765E-01	4.388363E-01	1.195327E-01	-7.655337E-01
494	1.754817E-01	4.123263E-01	1.424524E-01	-8.197397E-01
495	1.319553E-01	4.344119E-01	8.240675E-02	-8.959360E-01
496	1.329583E-01	3.860935E-01	1.420861E-01	-8.561232E-01
497	1.757712E-01	3.635006E-01	2.181148E-01	-7.742840E-01
498	1.341777E-01	3.384657E-01	1.988396E-01	-7.974695E-01
499	1.295562E-01	5.306341E-01	-3.803947E-02	-9.140580E-01
500	1.769271E-01	3.145865E-01	2.902651E-01	-7.093796E-01
501	1.351513E-01	2.919738E-01	2.504623E-01	-7.234445E-01
502	2.536686E-01	6.040299E-01	-2.296054E-01	-6.619158E-01
503	2.564691E-01	6.543450E-01	-3.362195E-01	-6.127537E-01
504	9.125707E-02	3.083358E-01	1.601673E-01	-7.904931E-01
505	8.844070E-02	4.065052E-01	7.940990E-02	-9.204640E-01
506	8.791120E-02	4.557415E-01	3.779249E-02	-9.528187E-01
507	9.574918E-02	2.603594E-01	2.025799E-01	-6.969744E-01
508	6.779141E-02	2.232683E-01	1.614689E-01	-6.307221E-01
509	1.412102E-01	2.489698E-01	3.044826E-01	-6.365896E-01
510	4.433448E-02	3.250000E-01	7.253899E-02	-8.443833E-01
511	4.246198E-02	6.756638E-01	-6.973021E-02	-8.439832E-01
512	8.107559E-02	7.988753E-01	-2.033165E-01	-5.715844E-01
513	8.068750E-02	8.527377E-01	-2.244187E-01	-4.320480E-01
514	2.558198E-01	5.574323E-01	-1.291900E-01	-6.827942E-01
515	2.977461E-01	5.340198E-01	-8.585415E-02	-5.901125E-01
516	2.983293E-01	4.862369E-01	3.483560E-02	-5.914702E-01
517	3.404977E-01	5.127346E-01	-3.507910E-02	-4.799986E-01
518	3.442564E-01	4.663840E-01	9.304372E-02	-4.673745E-01
519	2.985536E-01	4.330649E-01	1.683121E-01	-5.784266E-01
520	3.360555E-01	5.546242E-01	-1.486125E-01	-4.853406E-01
521	3.862168E-01	4.975106E-01	7.326129E-03	-3.498857E-01
522	4.409351E-02	4.279284E-01	3.099785E-02	-9.651418E-01
523	3.529319E-01	4.161034E-01	2.332117E-01	-4.303706E-01
524	2.719890E-01	3.877861E-01	2.604154E-01	-6.162316E-01
525	4.349296E-02	5.764238E-01	-3.239026E-02	-9.622630E-01
526	8.634590E-02	6.025606E-01	-8.484812E-02	-9.138547E-01
527	2.226343E-01	3.884004E-01	2.211134E-01	-7.186613E-01
528	2.561123E-01	4.633011E-01	8.289092E-02	-6.887956E-01
529	2.884317E-01	3.456908E-01	3.668091E-01	-5.457252E-01
530	2.152369E-01	2.833362E-01	3.938391E-01	-6.061508E-01
531	1.890740E-01	7.563627E-01	-4.035810E-01	-5.741584E-01
532	8.675771E-02	5.535020E-01	-4.503399E-02	-9.495134E-01
533	8.518783E-02	6.521309E-01	-1.216289E-01	-8.563378E-01
534	1.303801E-01	4.822687E-01	2.217247E-02	-9.158569E-01
535	8.925414E-02	3.570242E-01	1.201660E-01	-8.656258E-01
536	1.291365E-01	5.794019E-01	-9.742872E-02	-8.903897E-01
537	8.070799E-02	1.453140E-01	2.251555E-01	-4.267306E-01
538	2.995543E-01	5.828331E-01	-2.079488E-01	-5.690894E-01
539	2.162395E-01	3.373007E-01	3.073326E-01	-6.785549E-01
540	2.131491E-01	6.774129E-01	-3.283141E-01	-6.653903E-01
541	8.702997E-02	5.044706E-01	-3.792272E-03	-9.627600E-01
542	1.231278E-01	8.202844E-01	-3.186972E-01	-4.955381E-01
543	4.379277E-02	4.775399E-01	9.669028E-03	-9.880861E-01
544	4.255785E-01	4.779884E-01	6.721642E-02	-2.311242E-01
545	3.063677E-02	7.075381E-02	9.373541E-02	-2.194334E-01
546	3.057665E-02	9.290626E-01	-9.353982E-02	-2.199973E-01
547	4.251723E-01	5.214191E-01	-6.538995E-02	-2.323917E-01
548	1.543981E-01	2.080985E-01	3.701166E-01	-5.380222E-01
549	1.104929E-01	2.172578E-01	2.639826E-01	-5.931409E-01
550	2.514054E-01	6.977253E-01	-4.133413E-01	-5.724725E-01
551	3.001297E-01	6.533667E-01	-3.750004E-01	-5.205767E-01
552	3.579287E-01	5.928110E-01	-2.593001E-01	-4.134389E-01
553	2.510352E-01	3.558198E-01	3.104523E-01	-6.337294E-01
554	1.198680E-01	7.726081E-01	-2.778284E-01	-6.092371E-01
555	8.290179E-02	1.868179E-01	2.144172E-01	-5.351112E-01
556	4.516834E-01	5.000000E-01	8.083340E-14	-1.512089E-01
557	1.707850E-01	2.764249E-01	3.302302E-01	-6.560490E-01
558	2.526470E-01	4.232332E-01	1.702832E-01	-6.809088E-01
559	1.519259E-01	7.509514E-01	-3.257952E-01	-6.262029E-01
560	2.866492E-01	6.216444E-01	-2.922446E-01	-5.763794E-01
561	3.480490E-02	8.625516E-01	-9.910858E-02	-4.160131E-01
562	3.482251E-02	1.372777E-01	9.918302E-02	-4.155265E-01
563	2.903959E-02	2.249145E-01	6.929197E-02	-6.465437E-01
