Indices       	Node1           Node2           Node3       MaterialID          Pressure                    Temperature
1				35				1				36				1				7.795219e-09				9.375000e-01
2				2				36				1				1				7.795219e-09				9.375000e-01
3				36				2				37				1				7.795219e-09				9.375000e-01
4				3				37				2				1				7.795219e-09				9.375000e-01
5				37				3				38				1				7.795219e-09				9.375000e-01
6				4				38				3				1				7.795219e-09				9.375000e-01
7				38				4				39				1				7.795219e-09				9.375000e-01
8				5				39				4				1				7.795219e-09				9.375000e-01
9				39				5				40				1				7.795219e-09				9.375000e-01
10				6				40				5				1				7.795219e-09				9.375000e-01
11				40				6				41				1				7.795219e-09				9.375000e-01
12				7				41				6				1				7.795219e-09				9.375000e-01
13				41				7				42				1				7.795219e-09				9.375000e-01
14				8				42				7				1				7.795219e-09				9.375000e-01
15				42				8				43				1				7.795219e-09				9.375000e-01
16				9				43				8				1				7.795219e-09				9.375000e-01
17				43				9				44				1				7.795219e-09				9.375000e-01
18				10				44				9				1				7.795219e-09				9.375000e-01
19				44				10				45				1				7.795219e-09				9.375000e-01
20				11				45				10				1				7.795219e-09				9.375000e-01
21				45				11				46				1				7.795219e-09				9.375000e-01
22				12				46				11				1				7.795219e-09				9.375000e-01
23				46				12				47				1				7.795219e-09				9.375000e-01
24				13				47				12				1				7.795219e-09				9.375000e-01
25				47				13				48				1				7.795219e-09				9.375000e-01
26				14				48				13				1				7.795219e-09				9.375000e-01
27				48				14				49				1				7.795219e-09				9.375000e-01
28				15				49				14				1				7.795219e-09				9.375000e-01
29				49				15				50				1				7.795219e-09				9.375000e-01
30				16				50				15				1				7.795219e-09				9.375000e-01
31				50				16				51				1				7.795219e-09				9.375000e-01
32				17				51				16				1				7.795219e-09				9.375000e-01
33				51				17				52				1				7.795219e-09				9.375000e-01
34				18				52				17				1				7.795219e-09				9.375000e-01
35				52				18				53				1				7.795219e-09				9.375000e-01
36				19				53				18				1				7.795219e-09				9.375000e-01
37				53				19				54				1				7.795219e-09				9.375000e-01
38				20				54				19				1				7.795219e-09				9.375000e-01
39				54				20				55				1				7.795219e-09				9.375000e-01
40				21				55				20				1				7.795219e-09				9.375000e-01
41				55				21				56				1				7.795219e-09				9.375000e-01
42				22				56				21				1				7.795219e-09				9.375000e-01
43				56				22				57				1				7.795219e-09				9.375000e-01
44				23				57				22				1				7.795219e-09				9.375000e-01
45				57				23				58				1				7.795219e-09				9.375000e-01
46				24				58				23				1				7.795219e-09				9.375000e-01
47				58				24				59				1				7.795219e-09				9.375000e-01
48				25				59				24				1				7.795219e-09				9.375000e-01
49				59				25				60				1				7.795219e-09				9.375000e-01
50				26				60				25				1				7.795219e-09				9.375000e-01
51				60				26				61				1				7.795219e-09				9.375000e-01
52				27				61				26				1				7.795219e-09				9.375000e-01
53				61				27				62				1				7.795219e-09				9.375000e-01
54				28				62				27				1				7.795219e-09				9.375000e-01
55				62				28				63				1				7.795219e-09				9.375000e-01
56				29				63				28				1				7.795219e-09				9.375000e-01
57				63				29				64				1				7.795219e-09				9.375000e-01
58				30				64				29				1				7.795219e-09				9.375000e-01
59				64				30				65				1				7.795219e-09				9.375000e-01
60				31				65				30				1				7.795219e-09				9.375000e-01
61				65				31				66				1				7.795219e-09				9.375000e-01
62				32				66				31				1				7.795219e-09				9.375000e-01
63				66				32				67				1				7.795219e-09				9.375000e-01
64				33				67				32				1				7.795219e-09				9.375000e-01
65				67				33				68				0				#				#
66				34				68				33				0				#				#
67				69				35				70				1				7.795219e-09				9.375000e-01
68				36				70				35				1				7.795219e-09				9.375000e-01
69				70				36				71				1				7.795219e-09				9.375000e-01
70				37				71				36				1				7.795219e-09				9.375000e-01
71				71				37				72				1				7.795219e-09				9.375000e-01
72				38				72				37				1				7.795219e-09				9.375000e-01
73				72				38				73				1				7.795219e-09				9.375000e-01
74				39				73				38				1				7.795219e-09				9.375000e-01
75				73				39				74				1				7.795219e-09				9.375000e-01
76				40				74				39				1				7.795219e-09				9.375000e-01
77				74				40				75				1				7.795219e-09				9.375000e-01
78				41				75				40				1				7.795219e-09				9.375000e-01
79				75				41				76				1				7.795219e-09				9.375000e-01
80				42				76				41				1				7.795219e-09				9.375000e-01
81				76				42				77				1				7.795219e-09				9.375000e-01
82				43				77				42				1				7.795219e-09				9.375000e-01
83				77				43				78				1				7.795219e-09				9.375000e-01
84				44				78				43				1				7.795219e-09				9.375000e-01
85				78				44				79				1				7.795219e-09				9.375000e-01
86				45				79				44				1				7.795219e-09				9.375000e-01
87				79				45				80				1				7.795219e-09				9.375000e-01
88				46				80				45				1				7.795219e-09				9.375000e-01
89				80				46				81				1				7.795219e-09				9.375000e-01
90				47				81				46				1				7.795219e-09				9.375000e-01
91				81				47				82				1				7.795219e-09				9.375000e-01
92				48				82				47				1				7.795219e-09				9.375000e-01
93				82				48				83				1				7.795219e-09				9.375000e-01
94				49				83				48				1				7.795219e-09				9.375000e-01
95				83				49				84				1				7.795219e-09				9.375000e-01
96				50				84				49				1				7.795219e-09				9.375000e-01
97				84				50				85				1				7.795219e-09				9.375000e-01
98				51				85				50				1				7.795219e-09				9.375000e-01
99				85				51				86				1				7.795219e-09				9.375000e-01
100				52				86				51				1				7.795219e-09				9.375000e-01
101				86				52				87				1				7.795219e-09				9.375000e-01
102				53				87				52				1				7.795219e-09				9.375000e-01
103				87				53				88				1				7.795219e-09				9.375000e-01
104				54				88				53				1				7.795219e-09				9.375000e-01
105				88				54				89				1				7.795219e-09				9.375000e-01
106				55				89				54				1				7.795219e-09				9.375000e-01
107				89				55				90				1				7.795219e-09				9.375000e-01
108				56				90				55				1				7.795219e-09				9.375000e-01
109				90				56				91				1				7.795219e-09				9.375000e-01
110				57				91				56				1				7.795219e-09				9.375000e-01
111				91				57				92				1				7.795219e-09				9.375000e-01
112				58				92				57				1				7.795219e-09				9.375000e-01
113				92				58				93				1				7.795219e-09				9.375000e-01
114				59				93				58				1				7.795219e-09				9.375000e-01
115				93				59				94				1				7.795219e-09				9.375000e-01
116				60				94				59				1				7.795219e-09				9.375000e-01
117				94				60				95				1				7.795219e-09				9.375000e-01
118				61				95				60				1				7.795219e-09				9.375000e-01
119				95				61				96				1				7.795219e-09				9.375000e-01
120				62				96				61				1				7.795219e-09				9.375000e-01
121				96				62				97				1				7.795219e-09				9.375000e-01
122				63				97				62				1				7.795219e-09				9.375000e-01
123				97				63				98				1				7.795219e-09				9.375000e-01
124				64				98				63				1				7.795219e-09				9.375000e-01
125				98				64				99				1				7.795219e-09				9.375000e-01
126				65				99				64				1				7.795219e-09				9.375000e-01
127				99				65				100				1				7.795219e-09				9.375000e-01
128				66				100				65				1				7.795219e-09				9.375000e-01
129				100				66				101				1				7.795219e-09				9.375000e-01
130				67				101				66				1				7.795219e-09				9.375000e-01
131				101				67				102				0				#				#
132				68				102				67				0				#				#
133				103				69				104				1				7.795219e-09				9.375000e-01
134				70				104				69				1				7.795219e-09				9.375000e-01
135				104				70				105				1				7.795219e-09				9.375000e-01
136				71				105				70				1				7.795219e-09				9.375000e-01
137				105				71				106				1				7.795219e-09				9.375000e-01
138				72				106				71				1				7.795219e-09				9.375000e-01
139				106				72				107				1				7.795219e-09				9.375000e-01
140				73				107				72				1				7.795219e-09				9.375000e-01
141				107				73				108				1				7.795219e-09				9.375000e-01
142				74				108				73				1				7.795219e-09				9.375000e-01
143				108				74				109				1				7.795219e-09				9.375000e-01
144				75				109				74				1				7.795219e-09				9.375000e-01
145				109				75				110				1				7.795219e-09				9.375000e-01
146				76				110				75				1				7.795219e-09				9.375000e-01
147				110				76				111				1				7.795219e-09				9.375000e-01
148				77				111				76				1				7.795219e-09				9.375000e-01
149				111				77				112				1				7.795219e-09				9.375000e-01
150				78				112				77				1				7.795219e-09				9.375000e-01
151				112				78				113				1				7.795219e-09				9.375000e-01
152				79				113				78				1				7.795219e-09				9.375000e-01
153				113				79				114				1				7.795219e-09				9.375000e-01
154				80				114				79				1				7.795219e-09				9.375000e-01
155				114				80				115				1				7.795219e-09				9.375000e-01
156				81				115				80				1				7.795219e-09				9.375000e-01
157				115				81				116				1				7.795219e-09				9.375000e-01
158				82				116				81				1				7.795219e-09				9.375000e-01
159				116				82				117				1				7.795219e-09				9.375000e-01
160				83				117				82				1				7.795219e-09				9.375000e-01
161				117				83				118				1				7.795219e-09				9.375000e-01
162				84				118				83				1				7.795219e-09				9.375000e-01
163				118				84				119				1				7.795219e-09				9.375000e-01
164				85				119				84				1				7.795219e-09				9.375000e-01
165				119				85				120				1				7.795219e-09				9.375000e-01
166				86				120				85				1				7.795219e-09				9.375000e-01
167				120				86				121				1				7.795219e-09				9.375000e-01
168				87				121				86				1				7.795219e-09				9.375000e-01
169				121				87				122				1				7.795219e-09				9.375000e-01
170				88				122				87				1				7.795219e-09				9.375000e-01
171				122				88				123				1				7.795219e-09				9.375000e-01
172				89				123				88				1				7.795219e-09				9.375000e-01
173				123				89				124				1				7.795219e-09				9.375000e-01
174				90				124				89				1				7.795219e-09				9.375000e-01
175				124				90				125				1				7.795219e-09				9.375000e-01
176				91				125				90				1				7.795219e-09				9.375000e-01
177				125				91				126				1				7.795219e-09				9.375000e-01
178				92				126				91				1				7.795219e-09				9.375000e-01
179				126				92				127				1				7.795219e-09				9.375000e-01
180				93				127				92				1				7.795219e-09				9.375000e-01
181				127				93				128				1				7.795219e-09				9.375000e-01
182				94				128				93				1				7.795219e-09				9.375000e-01
183				128				94				129				1				7.795219e-09				9.375000e-01
184				95				129				94				1				7.795219e-09				9.375000e-01
185				129				95				130				1				7.795219e-09				9.375000e-01
186				96				130				95				1				7.795219e-09				9.375000e-01
187				130				96				131				1				7.795219e-09				9.375000e-01
188				97				131				96				1				7.795219e-09				9.375000e-01
